data,Qin,P1,T1,T2,RH1,P15
3/6/2008,0.626,2,15.258,16.429,80.292,52.36
4/6/2008,0.452,1.8,14.046,15.838,82.75,48.341
5/6/2008,0.735,0,13.517,15.983,75,110.109
6/6/2008,0.573,2.8,13.646,15.071,79.083,69.804
7/6/2008,0.437,0.8,13.133,14.533,84.375,94.994
8/6/2008,0.929,13.8,12.646,13.858,86.733,57.407
9/6/2008,0.928,0,14.117,15.446,80.083,36.424
10/6/2008,0.736,0.2,16.342,18.092,70.667,70.165
11/6/2008,0.382,0.2,17.413,19.054,64.75,76.149
12/6/2008,0.703,4.6,13.946,15.471,76.125,74.478
13/06/2008,0.837,20.2,13.112,15.004,78.667,48.234
14/06/2008,1.502,8.6,9.312,10.867,84.917,8.16
15/06/2008,1.03,0.2,11.883,13.321,66.708,4.503
16/06/2008,0.831,0,13.375,15.662,65.25,4.672
17/06/2008,0.623,0.8,15.458,17.825,64,24.169
18/06/2008,0.535,0.2,16.392,18.113,71.75,0.365
19/06/2008,0.476,0.2,18.992,20.454,68.208,5.203
20/06/2008,0.413,0.2,21.121,22.125,68.25,33.264
21/06/2008,0.398,0.2,22.646,23.233,66.208,10.501
22/06/2008,0.418,0.2,24.322,25.113,67.261,10.326
23/06/2008,0.177,0,24.262,25.979,60.625,7.25
24/06/2008,0.29,0,24.575,25.404,59.5,27.631
25/06/2008,0.275,0,24.875,25.417,61.667,24.337
26/06/2008,0,0,25.383,25.804,64.583,7.355
27/06/2008,0.529,0.2,24.688,25.596,61.625,10.148
28/06/2008,0.159,0,21.433,22.463,75.625,6.774
29/06/2008,0.35,5,22.617,24.113,68.708,19.449
30/06/2008,0.15,0.2,23.404,25.004,67.542,12.5
1/7/2008,0.09,0.2,21.987,23.517,69.167,2.235
2/7/2008,0.434,9.8,21.917,23.121,74.583,6.786
3/7/2008,0.596,30.8,21.65,23.492,68.167,54.466
4/7/2008,0.185,0,20.579,22.938,60.696,11.305
5/7/2008,0.123,0,21.521,23.25,55.417,14.446
6/7/2008,0.09,0.2,22.229,23.929,54.708,12.694
7/7/2008,0.153,0,19.7,22.262,52,6.632
8/7/2008,0,0,17.808,20.104,48.292,5.15
9/7/2008,0.219,0,19.217,21.258,54.826,2.61
10/7/2008,0.02,0,21.583,23.046,58.375,12.549
11/7/2008,0.054,0.2,22.413,23.738,56.333,16.073
12/7/2008,0.051,0,23.646,25.671,49,6.045
13/07/2008,0.103,12.4,18.192,21.092,60.333,17.708
14/07/2008,0.024,0,16.412,19.175,54.583,3.126
15/07/2008,0.099,0.2,17.987,19.475,56.875,8.824
16/07/2008,0,0.2,20.629,21.967,49.542,7.029
17/07/2008,0.136,0,18.908,21.367,45.667,4.526
18/07/2008,0,0,17.817,20.209,60.478,17.447
19/07/2008,0,0,20.204,21.259,67,32.712
20/07/2008,0.174,0,20.092,23.05,55.542,10.957
21/07/2008,0,0,18.979,21.529,56.083,9.597
22/07/2008,0,3,14.358,15.967,67.583,1.382
23/07/2008,0.007,0.2,17.512,18.317,54.333,15.354
24/07/2008,0.07,0,19.883,21.242,52.417,25.055
25/07/2008,0,0,20.475,22.583,51.5,6.735
26/07/2008,0.362,0,22.163,22.662,66,15.165
27/07/2008,0.087,0,19.735,20.83,74.85,1.585
28/07/2008,0.096,4.8,20.091,20.97,75.696,41.437
29/07/2008,0.117,0.4,22.529,23.296,67.583,17.757
30/07/2008,0,0,23.992,24.683,64.917,5.228
31/07/2008,0.212,0.2,22.775,23.804,67.083,4.988
1/8/2008,0,0.2,24.321,24.939,67.75,5.235
2/8/2008,0,0,24.371,25.73,53.75,7.892
3/8/2008,0,0,24.879,25.674,58.208,29.631
4/8/2008,0.087,0,24.158,26.142,54.833,27.284
5/8/2008,0.088,0,22.742,25.642,55.917,4.405
6/8/2008,0,2.2,23.175,24.746,67.958,5.358
7/8/2008,0,0,23.867,24.783,69.792,10.6
8/8/2008,0,0.4,22.959,25.717,49.083,36.483
9/8/2008,0.066,0,19.742,21.325,50.833,11.683
10/8/2008,0,0,20.779,22.229,54.583,24.446
11/8/2008,0,0.2,22.617,23.912,57.375,30.01
12/8/2008,0.144,0,21.781,24.162,50.875,23.066
13/08/2008,0,0,21.865,24.396,47.917,65.562
14/08/2008,0,0,24.196,25.992,60,17.297
15/08/2008,0.151,16.8,16.954,19.412,69.583,27.823
16/08/2008,0.079,5.6,15.546,17.129,64.208,1.498
17/08/2008,0,0.4,16.7,19.004,59.5,26.364
18/08/2008,0,0.2,19.321,21.621,56.75,20.913
19/08/2008,0,0,21.796,23.221,52.625,49.404
20/08/2008,0,0,21.786,23.671,44.167,15.584
21/08/2008,0,0,22.488,24.421,51.292,2.129
22/08/2008,0,0,22.792,24.171,49.917,24.914
23/08/2008,0,0,19.046,21.521,48.125,0.218
24/08/2008,0.024,0,17.283,19.142,52.333,1.984
25/08/2008,0.048,0,18.5,19.938,54.583,21.847
26/08/2008,0,0.2,18.925,20.504,58.25,29.327
27/08/2008,0,0,18.663,20.529,56.792,4.339
28/08/2008,0,0.2,19.4,18.864,57.667,7.785
29/08/2008,0,0,21.625,26.007,43.846,24.517
30/08/2008,0.018,0,23.171,24.842,56.583,3.593
31/08/2008,0,0,21.925,23.567,63.333,32.664
1/9/2008,0,0,21.457,23.321,62.542,34.333
2/9/2008,0.027,0,21.483,23.137,62.792,14.515
3/9/2008,0,0,19.99,23.158,53.542,9.717
4/9/2008,0,0,20.392,22.7,45.875,40.264
5/9/2008,0,1,20.787,23.179,52.042,13.329
6/9/2008,0,0,22.204,24.837,50.583,56.383
7/9/2008,0.02,10,18.687,21.442,60.208,102.749
8/9/2008,0,0,16.983,20.067,56.083,58.963
9/9/2008,0,0,19.565,21.446,56.958,111.908
10/9/2008,0.056,0.2,23.387,23.75,59,25.69
11/9/2008,0,0,24.713,25.6,54.375,141.488
12/9/2008,0.094,8.8,20.591,23.2,46.458,107.378
13/09/2008,0.117,0.8,14.917,16.871,61.542,112.546
14/09/2008,0.792,8.2,9.946,11.454,88.458,81.1
15/09/2008,0.04,8.8,8.183,9.921,83.042,48.363
16/09/2008,0,2.8,8.9,11.271,73.083,61.627
17/09/2008,0.045,7,12.468,14.438,66.833,51.152
18/09/2008,0,9.6,13.65,15.35,71.875,19.851
19/09/2008,0.148,1.8,10.921,12.346,88.042,47.103
20/09/2008,0,0.4,8.358,10.254,75.375,21.5
21/09/2008,0.066,0,7.454,9.279,79.583,66.71
22/09/2008,0,0.2,8.426,9.817,75.125,89.605
23/09/2008,0,0,7.725,9.1,80.708,12.495
24/09/2008,0.098,0,8.161,9.808,81.875,16.447
25/09/2008,0,1.6,7.896,9.713,84.375,19.294
26/09/2008,0.133,18,6.979,8.583,88.833,33.711
27/09/2008,0.146,2.6,6.567,8.5,87.917,12.567
28/09/2008,0.046,0.2,7.283,8.9,82.917,45.508
29/09/2008,0,0.4,9.295,11.248,74.739,34.252
30/09/2008,0.068,0,11.17,13.565,71.826,17.33
1/10/2008,0.041,0,12.03,14.967,70,47.343
2/10/2008,0.008,0,11.942,14.038,76.25,37.575
3/10/2008,0,4.8,10.612,13.354,58.125,9.598
4/10/2008,0,0,7.425,9.267,69.625,33.73
5/10/2008,0.041,0.2,8.837,11.521,67.708,2.606
6/10/2008,0,0,10.333,13.733,73.542,4.201
7/10/2008,0.006,0,12.639,14.975,72.542,4.978
8/10/2008,0.111,0.2,13.492,15.354,72.25,48.987
9/10/2008,0,0.2,13.67,15.542,76.375,3.786
10/10/2008,0,0.2,13.246,15.179,77.583,43.098
11/10/2008,0,0.4,14.887,16.296,73.458,12.897
12/10/2008,0.007,0.4,15.864,17.788,70.167,22.455
13/10/2008,0.033,0.2,15.158,16.442,73,53.496
14/10/2008,0,0.2,17.167,17.842,65.958,25.835
15/10/2008,0.036,0,16.604,19.167,66.208,24.788
16/10/2008,0,0,13.87,16.713,64.348,20.96
17/10/2008,0,0,14.183,17.117,54.458,7.196
18/10/2008,0.002,2,10.1,11.263,86.042,7.914
19/10/2008,0.013,0.2,10.071,11.854,81.417,47.43
20/10/2008,0,0.2,12.717,14.175,82.583,47.85
21/10/2008,0.006,0,13.083,15.238,82.542,59.396
22/10/2008,0,0.4,13.558,15.558,79.708,41.399
23/10/2008,0,0.4,10.879,12.521,88.5,78.351
24/10/2008,0.008,0.2,11.321,12.925,85.583,106.166
25/10/2008,0.009,0.2,10.683,12.596,83.792,115.981
26/10/2008,0.033,0.2,11.596,13.346,79.292,118.159
27/10/2008,0,0.2,12.4,14.775,78.125,93.842
28/10/2008,0.339,49.6,11.808,13.45,90.917,87.541
29/10/2008,2.649,71,12.854,15.088,71.458,87.548
30/10/2008,2.262,14.4,6.833,9.292,63.958,92.675
31/10/2008,0.365,9.8,9.342,11.771,67.542,88.162
1/11/2008,0.906,6.8,10.779,12.633,87.583,49.273
2/11/2008,0.37,0,11.625,13.667,85.083,45.136
3/11/2008,0.332,9,13.217,14.667,89.542,47.85
4/11/2008,2.155,32.8,10.767,12.129,95.708,31.745
5/11/2008,1.836,0.2,11.35,13.442,77.083,23.487
6/11/2008,0.594,2.8,9.687,11.1,85.882,43.626
7/11/2008,0.367,1.8,7.854,9.535,86,32.136
8/11/2008,0.268,0.2,8.717,10.546,83.167,12.605
9/11/2008,0.028,0.2,9.058,10.543,80.783,18.357
10/11/2008,0.268,0.4,8.717,10.126,84.043,56.255
11/11/2008,0.033,0.6,8.583,10.617,79.75,32.093
12/11/2008,0.418,3.8,8.937,10.779,77.375,28.92
13/11/2008,1.449,30,7.388,8.921,92.826,59.203
14/11/2008,4.585,31.2,6.704,8.033,93.792,15.705
15/11/2008,5.661,9.8,5.242,6.858,88.292,18.95
16/11/2008,1.56,0.2,6.833,8.408,83.208,11.344
17/11/2008,0.884,0.2,6.942,8.137,82.542,37.446
18/11/2008,0.688,0,3.254,5.008,82.625,61.871
19/11/2008,0.494,0.4,4.442,5.521,83.167,18.454
20/11/2008,0.371,1,7.146,9.592,73.292,38.595
21/11/2008,0.313,7.6,7.254,9.575,60.043,62.138
22/11/2008,0.532,0.4,2.479,4.454,55.292,71.596
23/11/2008,0.275,0,0.125,1.942,60.25,74.713
24/11/2008,0.711,18.6,-0.267,1.125,73.125,74.761
25/11/2008,0.635,2.4,-1.087,-0.608,92.167,60.542
26/11/2008,0.639,2.8,-0.779,0.339,93.158,66.764
27/11/2008,0.612,3.8,-0.346,0.875,89.083,89.536
28/11/2008,4.361,34.4,0.808,1.367,95.174,74.992
29/11/2008,3.626,19.2,4.479,5.558,90.417,49.425
30/11/2008,28.597,54.6,4.162,6.517,83.167,52.055
1/12/2008,22.979,43,3.825,6.063,68.625,54.729
2/12/2008,16.507,44.6,1.971,3.792,85.167,45.924
3/12/2008,9.386,3,2.063,1.432,93.818,56.524
4/12/2008,4.08,14.2,2.779,3.8,80.708,51.969
5/12/2008,26.549,79.4,4.704,6.891,72.15,66.025
6/12/2008,14.318,7.6,4.129,5.909,78.087,30.212
7/12/2008,6.581,0,3.362,4.567,86.958,38.37
8/12/2008,3.99,0.2,3.533,4.258,79,43.205
9/12/2008,2.854,0.2,3.571,5.321,79.042,55.478
10/12/2008,22.522,101.6,3.471,5.058,88.542,74.144
11/12/2008,22.569,13,4.704,5.7,96.625,49.019
12/12/2008,14.663,26,3.046,4.029,99,50.163
13/12/2008,12.182,7.4,3.933,5.1,92.917,24.927
14/12/2008,7.079,2.4,4.837,6.575,86.091,35.96
15/12/2008,5.417,15,4.946,6.721,88.667,17.45
16/12/2008,5.042,10.4,4.262,5.771,90.13,6.647
17/12/2008,4.444,1.6,2.779,4.322,88.909,4.558
18/12/2008,3.756,11.8,0.992,2.675,88.708,11.227
19/12/2008,6.33,19.6,1.846,3.535,88.708,11.929
20/12/2008,4.354,0.4,4.275,5.546,82.458,58.126
21/12/2008,3.521,0.6,8.675,8.621,82.292,70.888
22/12/2008,2.769,0.4,9.204,8.929,85.292,15.776
23/12/2008,2.537,0.4,9.371,8.675,81.917,10.917
24/12/2008,2.16,0.4,7.8,8.354,82.208,17.362
25/12/2008,2.012,1.8,2.108,3.267,95.917,24.909
26/12/2008,1.805,0.4,-2.846,-1.379,79.708,7.271
27/12/2008,1.54,0,-4.846,-3.529,84.958,30.817
28/12/2008,1.593,0,-4.975,-3.7,92.208,81.489
29/12/2008,1.418,0,-2.758,-2.121,96.417,26.056
30/12/2008,1.302,0,-2.633,-2.296,89.542,55.991
31/12/2008,1.184,0,-0.462,-1.121,83.625,47.978
1/1/2009,12.203,41.2,-0.229,0.154,94.292,19.154
2/1/2009,5.605,6,-0.396,0.075,93.292,35.841
3/1/2009,3.501,0,-3.938,-3.138,91.208,68.395
4/1/2009,2.607,0.6,-4.754,-3.863,80.375,24.315
5/1/2009,2.192,0.2,2.279,1.408,81.208,28.897
6/1/2009,1.726,3.4,-0.067,-1.158,89,93.044
7/1/2009,1.79,1,0.15,-1.433,94.792,46.901
8/1/2009,1.534,2,-0.433,0.104,96.958,36.066
9/1/2009,1.451,0,-3.533,-2.45,90.542,29.248
10/1/2009,1.431,0.8,-2.863,-1.654,85.5,36.227
11/1/2009,1.141,4.8,0.963,1.8,74.083,41.555
12/1/2009,1.282,6.8,1.848,2.544,71.348,35.36
13/01/2009,1.226,2,-0.921,-0.254,94.125,60.363
14/01/2009,1.568,8.4,-0.313,0.333,97.208,34.776
15/01/2009,1.866,11,0.567,1.354,96.667,86.705
16/01/2009,2.158,8.6,1.321,1.854,93.542,43.936
17/01/2009,2.453,1.6,3.646,5.883,87.75,40.797
18/01/2009,5.438,11,3.946,6.458,80.5,42.616
19/01/2009,10.037,8.6,5.25,7.729,71.708,94.203
20/01/2009,10.112,21.2,5.929,7.888,71.833,53.317
21/01/2009,12.504,4.4,4.967,6.408,95.458,39.703
22/01/2009,6.168,0.2,2.771,4.333,89.458,62.468
23/01/2009,3.62,13,2.129,3.621,78.625,87.306
24/01/2009,6.131,7.8,1.208,1.017,94.542,83
25/01/2009,5.878,0.8,-0.158,0.446,95.833,36.803
26/01/2009,4.589,6.2,1.2,2.113,91.542,26.847
27/01/2009,5.595,11,-0.004,0.958,91.75,48.645
28/01/2009,4.529,6,-0.554,0.746,92.458,74.308
29/01/2009,3.808,14.8,0.758,2.6,86.667,59.268
30/01/2009,2.86,4.2,0.496,2.413,84.542,55.13
31/01/2009,2.72,5.6,-0.454,1.163,86.792,70.167
1/2/2009,2.447,1.6,-1.925,-0.746,91.333,72.607
2/2/2009,8.409,60.4,1.696,2.288,95.125,74.854
3/2/2009,14.685,24.8,3.875,4.025,97.696,70.045
4/2/2009,6.772,1,3.775,6.017,84.458,39.34
5/2/2009,6.862,27,5.75,7.942,73.042,61.424
6/2/2009,8.96,14.8,5.817,7.958,72.75,44.361
7/2/2009,12.982,36.2,4.154,6.308,73.042,12.078
8/2/2009,7.572,4.8,1.8,3.833,86.25,20.901
9/2/2009,5.106,0,3.792,5.404,76.333,38.144
10/2/2009,4.882,14,4.008,6.471,67.375,39.599
11/2/2009,6.611,6.4,0.542,1.608,88.375,27.263
12/2/2009,4.936,0.2,-1.067,1.038,74.292,21.344
13/02/2009,3.73,2.6,-3.125,-1.292,72.917,10.54
14/02/2009,2.735,0,-2.671,-0.671,63.292,27.017
15/02/2009,2.396,0,-2.692,-0.75,64.458,34.821
16/02/2009,2.394,0,-0.971,0.642,63.208,41.822
17/02/2009,2.183,4.8,-0.167,2.371,72,48.836
18/02/2009,1.884,3.4,-4.183,-2.529,65.667,11.388
19/02/2009,1.535,0,-4.025,-1.808,68,18.762
20/02/2009,1.574,0,-0.258,1.254,63.292,35.734
21/02/2009,1.438,0,2.863,4.238,65.5,19.337
22/02/2009,1.319,0,3.913,5.175,64.75,35.241
23/02/2009,1.301,0,2.338,3.571,77.5,44.065
24/02/2009,1.165,0.6,0.933,2.813,79.5,60.896
25/02/2009,1.2,0.4,-0.975,1.229,82.125,82.147
26/02/2009,0.884,0,3.425,5.079,62.667,93.729
27/02/2009,1.202,0,6.004,7.675,68,71.584
28/02/2009,0.861,0,7.983,10.213,70.708,42.805
1/3/2009,1.018,5.4,4.721,6.725,84,42.53
2/3/2009,1.356,5.8,4.363,5.6,92.042,64.99
3/3/2009,1.834,4.8,4.767,6.204,87.25,47.863
4/3/2009,19.622,87.6,5.254,6.592,92.5,63.647
5/3/2009,10.005,15.2,3.988,5.921,83.542,50.049
6/3/2009,5.7,0.2,1.763,3.825,76.5,33.049
7/3/2009,4.676,0,4.296,6.525,70.292,20.52
8/3/2009,2.825,0,8.067,9.938,51.833,6.975
9/3/2009,2.458,2.2,5.379,8.417,41.333,24.524
10/3/2009,2.285,1.6,4.821,6.925,43.167,42.914
11/3/2009,1.928,0,5.483,7.588,66.958,18.175
12/3/2009,1.709,0,4.479,6.163,60.417,22.109
13/03/2009,1.483,0,6.778,9.188,52.417,36.869
14/03/2009,1.556,0,8.596,9.167,73.375,71.574
15/03/2009,1.265,1,7.713,9.408,75.583,35.239
16/03/2009,1.394,1,4.95,7.121,71.042,33.555
17/03/2009,1.284,0,7.179,8.804,63.333,22.665
18/03/2009,1.079,0,9.367,11.067,62.75,19.843
19/03/2009,1.352,5,6.75,7.988,72.083,95.362
20/03/2009,1.263,8.2,-1.692,0.038,65,44.776
21/03/2009,1.011,0.2,-2.604,-0.129,54.375,107.173
22/03/2009,0.928,1.8,1.182,3.729,57.167,56.714
23/03/2009,0.805,0,7.771,10.221,44.792,67.061
24/03/2009,1.637,17,2.413,4.421,69.958,8.911
25/03/2009,1.281,10.6,3.288,5.421,57.708,132.22
26/03/2009,1.44,0,6.226,8.129,51.042,85.817
27/03/2009,1.33,0,6.471,9.354,55.542,97.925
28/03/2009,1.404,9.6,6.175,7.975,67.875,83.724
29/03/2009,15.776,65.6,9.083,10.35,88.792,69.415
30/03/2009,9.882,17,8.904,10.875,77.083,43.989
31/03/2009,6.266,13.8,5.708,7.033,94.708,53.821
1/4/2009,5.598,8.2,6.408,7.708,94.667,37.585
2/4/2009,7.199,17.2,7.079,8.563,87.708,68.097
3/4/2009,5.16,0.2,8.583,9.388,84,29.198
4/4/2009,4.563,2.4,7.496,8.717,89.292,48.774
5/4/2009,3.434,0.2,8.957,10.95,77.542,40.818
6/4/2009,2.969,1.2,11.204,11.896,80.042,90.69
7/4/2009,3.019,0.2,12.538,14.504,66.792,53.497
8/4/2009,2.999,0,12.358,14.225,67.583,38.86
9/4/2009,2.696,4.6,11.588,13.092,80.208,62.175
10/4/2009,2.339,0.6,11.546,12.292,82.792,61.595
11/4/2009,2.055,0.2,10.854,11.954,80.292,57.922
12/4/2009,2.057,0,9.608,11.329,81.083,52.66
13/04/2009,1.902,0,9.4,11.629,70.917,87.345
14/04/2009,1.689,0.2,11.163,12.904,66.292,52.641
15/04/2009,1.59,0,14.571,16.167,57.75,81.907
16/04/2009,1.644,9.6,10.817,12.992,60.417,80.599
17/04/2009,1.644,4.2,7.7,10.2,64.458,106.719
18/04/2009,1.513,4.8,7.55,9.183,79.917,82.084
19/04/2009,2.247,14,6.542,7.908,92.417,66.324
20/04/2009,3.248,6.8,7.529,8.871,87.542,102.296
21/04/2009,4.699,20.4,7.85,9.688,87.708,67.067
22/04/2009,5.309,3.2,9.267,11.558,72.583,71.405
23/04/2009,3.85,11.8,8.644,9.8,82.708,76.943
24/04/2009,3.209,0,5.358,6.929,84.458,59.623
25/04/2009,2.818,0.2,8.736,10.9,77.75,73.254
26/04/2009,2.759,2.8,10.154,10.85,91.542,64.237
27/04/2009,2.849,3.8,12.158,13.029,85.083,67.291
28/04/2009,3.132,13.8,9.408,11.392,78.583,27.409
29/04/2009,3.792,5.6,6.15,8.463,69.5,69.412
30/04/2009,3.777,48,5.288,7.167,87.042,10.487
1/5/2009,3.366,0,10.696,12.658,73.375,25.207
2/5/2009,2.699,4.2,14.013,15.438,63.542,7.613
3/5/2009,2.899,0.2,9,10.808,73.375,26.795
4/5/2009,2.2,0.6,11.804,13.796,63.792,67.585
5/5/2009,2.451,7.4,7.013,8.488,88.5,13.684
6/5/2009,1.715,0,12.075,13.263,71.042,4.148
7/5/2009,1.818,0.2,16.375,17.592,60.417,3.44
8/5/2009,1.624,0,15.268,17.959,57.227,4.673
9/5/2009,1.376,0,16.271,18.033,65.042,15.761
10/5/2009,1.235,0,16.162,18.208,63.542,37.293
11/5/2009,1.054,0,16.9,18.675,56.167,33.811
12/5/2009,0.968,0,18.108,19.863,49.5,54.082
13/05/2009,0.902,0,17.391,19.488,50.208,23.674
14/05/2009,0.883,0,16.45,18.017,54.292,17.74
15/05/2009,0.846,0.6,13.471,14.971,70.625,14.151
16/05/2009,0.636,0.2,14.371,15.967,78,41.883
17/05/2009,0.878,0.2,17.458,19.292,70.958,4.155
18/05/2009,0.496,0.2,20.013,21.295,67.125,1.275
19/05/2009,0.57,0,20.354,23.32,37.429,5.309
20/05/2009,0.504,0,19.195,20.95,55.542,22.483
21/05/2009,0.533,0.2,20.625,22.104,63.625,20.7
22/05/2009,0.524,0,20.621,22.671,46.833,34.164
23/05/2009,0.289,0,21.571,24.171,46.167,100.292
24/05/2009,0.699,0,24.058,25.679,54.583,46.268
25/05/2009,0.168,0,25.292,26.481,46.438,32.96
26/05/2009,0.187,0,23.842,25.81,45.273,124.095
27/05/2009,0.559,17.2,16.244,18.1,69.375,34.834
28/05/2009,0.206,1.2,12.438,14.604,70.625,29.104
29/05/2009,0.767,8.6,14.304,15.267,67.417,11.981
30/05/2009,0.404,0.2,11.9,13.596,65.083,134.573
31/05/2009,0.493,13.2,11.15,12.446,82.083,36.24
1/6/2009,1.942,42,9.692,10.888,93.708,21.704
2/6/2009,1.336,0.2,11.673,13.796,73.417,19.173
3/6/2009,0.431,0,16.782,18.771,61.458,15.387
4/6/2009,0.348,0,15.356,18.442,56.042,11.006
5/6/2009,0.676,0,15.023,17.579,53.708,28.971
6/6/2009,0.431,0.6,15.158,17.892,58.458,11.218
7/6/2009,1.217,18,13.129,15.65,67.125,19.896
8/6/2009,0.605,0,15.068,17.846,58.875,2.855
9/6/2009,0.455,0,15.9,17.983,66,20.665
10/6/2009,0.239,0,15.252,17.788,59.5,2.625
11/6/2009,0.262,0,16.035,18.6,52.375,2.834
12/6/2009,0.273,0,18.721,20.313,66.083,2.997
13/06/2009,0.324,0.2,20.163,22.092,69.625,3.756
14/06/2009,0.142,0,21.962,23.867,62.458,24.903
15/06/2009,0.262,0,21.437,24.725,49.167,9.02
16/06/2009,0.111,0,21.17,24.563,40.792,57.776
17/06/2009,0.221,0.6,18.7,20.042,70.708,66.934
18/06/2009,0.289,0,20.342,21.504,69.333,114.664
19/06/2009,0.134,0,21.965,24.296,57.458,38.127
20/06/2009,0.084,2.2,14.588,16.154,79.542,47.287
21/06/2009,0.468,10.8,10.433,12.175,80.25,66.208
22/06/2009,0.235,0.2,11.961,14.15,69.208,117.519
23/06/2009,0.26,0.2,11.213,12.988,70.167,82.938
24/06/2009,0.025,0.2,13.413,15.317,72.083,85.544
25/06/2009,0.255,0,16.423,19.183,61.75,64.835
26/06/2009,0.345,3.4,15.53,17.163,76,38.44
27/06/2009,0.311,18.6,14.821,15.908,85.458,19.279
28/06/2009,0.361,0.2,17.367,19.733,71.583,50.812
29/06/2009,0.223,0,19.377,21.629,69.25,20.233
30/06/2009,0,0.2,18.033,21.004,68.833,25.29
1/7/2009,0.058,0.2,19.56,22.054,65.542,23.656
2/7/2009,0.124,0,19.013,20.808,76.083,40.538
3/7/2009,0.206,4,20.67,22.217,73.125,62.48
4/7/2009,0.214,3.4,20.678,21.478,80.913,39.353
5/7/2009,0.098,3,18.427,20.604,76.042,21.975
6/7/2009,0.082,0.4,18.841,21.675,74.958,16.083
7/7/2009,0.12,0,18.404,21.363,59.25,16.121
8/7/2009,0,0,16.632,20.563,46.708,61.16
9/7/2009,0.215,0,17.85,19.538,63.083,7.122
10/7/2009,0.111,12.6,15.7,18.3,66.333,14.082
11/7/2009,0,0.2,14.839,17.129,74.708,0.292
12/7/2009,0.144,0.6,17.845,20.379,61.375,0.114
13/07/2009,0,0,20.132,23.129,60.667,0.045
14/07/2009,0.054,0,22.855,25.263,62.458,4.81
15/07/2009,0.004,0,23.03,26.238,55.75,0.126
16/07/2009,0.01,0,23.414,25.908,64.75,0.538
17/07/2009,0.178,0.2,23.09,26.133,54.583,1.014
18/07/2009,0.033,10.8,14.917,17.463,54.875,3.41
19/07/2009,0,0,17.961,20.883,47.542,0.158
20/07/2009,0.089,0,18.495,21.954,53.167,0.55
21/07/2009,0,0,21.13,23.6,55.833,0.106
22/07/2009,0.118,0,23.474,26.296,44.958,0.14
23/07/2009,0,0,24.461,27.942,38.458,0.242
24/07/2009,0,0,22.526,26.863,39.833,40.397
25/07/2009,0,0,20.552,23.408,51.542,2.275
26/07/2009,0,0,18.795,21.6,62.667,0.041
27/07/2009,0,0,22.345,24.204,57.208,0.094
28/07/2009,0.098,0,21.856,25.375,51.375,0.209
29/07/2009,0,0.2,21.117,24.375,61.625,20.835
30/07/2009,0,0,23.39,26.088,57.167,3.738
31/07/2009,0.039,0,23.23,26.246,60.083,2.801
1/8/2009,0,0,23.094,26.167,62.5,31.234
2/8/2009,0.159,20,22.247,25.704,50.125,62.011
3/8/2009,0.107,1,18.488,20.721,56.167,40.174
4/8/2009,0,1.2,15.874,17.996,68,30.532
5/8/2009,0,0.2,18.06,21.046,63.875,32.528
6/8/2009,0,0,19.316,22.583,60.083,47.165
7/8/2009,0.04,0,20.158,23.154,59.083,26.803
8/8/2009,0.011,0.2,20.205,23.029,61.292,26.236
9/8/2009,0.348,2.4,19.626,21.092,72.375,58.816
10/8/2009,0,0,20.463,23.117,65.833,19.788
11/8/2009,0,4,19.829,21.917,70,11.302
12/8/2009,0.028,0.2,21.465,24.075,61.292,2.962
13/08/2009,0.185,25,21.317,23.788,66.958,28.511
14/08/2009,0,1.4,20.722,22.408,73.167,16.637
15/08/2009,0.022,11.6,21.691,23.125,73.458,13.91
16/08/2009,0.062,0.4,23.129,25.246,65.625,16.286
17/08/2009,0.175,2.4,21.486,23.158,70.75,2.597
18/08/2009,0,0.4,24.195,26.213,57.333,11.527
19/08/2009,0,0,24.633,27.317,53.708,110.444
20/08/2009,0,0.2,24.056,26.954,57.125,6.293
21/08/2009,0.133,0,25.224,27.813,53.125,23.502
22/08/2009,0,0,24,27.446,45.25,58.865
23/08/2009,0,0,19.748,21.888,65.25,48.286
24/08/2009,0,0,18.62,21.717,62.5,30.341
25/08/2009,0.009,0,20.17,22.825,61.875,29.842
26/08/2009,0,0.2,21.422,24.679,62.875,52.898
27/08/2009,0,2.6,21.123,23.379,71,18.853
28/08/2009,0.037,0.2,22.482,24.271,69.542,19.566
29/08/2009,0.077,5.6,21.568,24.971,59.833,38.125
30/08/2009,0.073,3.6,14.917,15.946,87.333,59.658
31/08/2009,0,0.4,15.465,19.025,69.458,22.935
1/9/2009,0,0,21.277,22.825,64.583,56.171
2/9/2009,0,0,21.364,24.075,64.333,19.719
3/9/2009,0.004,4.8,19.205,22.358,60.917,14.604
4/9/2009,0.105,0,19.105,22.138,50.083,44.852
5/9/2009,0,0,16.441,20.629,48.208,84.133
6/9/2009,0,0,12.672,16.208,61.417,35.633
7/9/2009,0,0,11.413,15.458,62.417,60.256
8/9/2009,0,0,12.365,15.958,63.042,38.842
9/9/2009,0,0,13.226,15.821,67.292,76.671
10/9/2009,0.03,1.6,13.725,16.046,72.542,51.062
11/9/2009,0,6.8,14.644,17.379,73.792,128.039
12/9/2009,0.011,1.8,13.717,15.45,84.375,65.369
13/09/2009,0,0,15.096,16.717,79.792,89.349
14/09/2009,0.203,18.8,13.483,14.996,88.083,69.124
15/09/2009,0.064,8,13.483,14.583,89.708,72.636
16/09/2009,0.274,17.4,15.061,16.596,88.292,44.952
